Código_departamento,Código_municipio,Precio_promedio_por_litro,año,mes,dia
52,52356,1754.3681799361573,2025,1,1
52,52001,1696.976962858486,2025,1,1
52,52560,1631.3400642496556,2025,1,1
52,52573,1621.4865873468846,2025,1,1
52,52585,1870.993181649744,2025,1,1
52,52720,1680.7609276239646,2025,1,1
52,52788,1701.523722627738,2025,1,1
52,52838,1725.4234876636203,2025,1,1
54,54172,2233.2138071966297,2025,1,1
54,54174,1616.4049095948258,2025,1,1
54,54385,1573.7678478250557,2025,1,1
54,54001,2040.6876688948944,2025,1,1
54,54820,1828.3957518166576,2025,1,1
86,86219,1619.2025541663618,2025,1,1
86,86755,1752.0558297347318,2025,1,1
86,86760,1599.3980822928188,2025,1,1
86,86749,1616.944462217673,2025,1,1
63,63190,2184.561195633731,2025,1,1
63,63272,1947.9402424310624,2025,1,1
63,63594,1812.9890055486017,2025,1,1
63,63690,2096.9703153150244,2025,1,1
66,66170,1952.6189109216984,2025,1,1
66,66001,2076.39357585823,2025,1,1
66,66682,2091.580861186025,2025,1,1
68,68081,1662.8179589334966,2025,1,1
68,68167,1828.225339255306,2025,1,1
68,68190,1614.2734553775745,2025,1,1
68,68235,1634.5529036253636,2025,1,1
68,68298,1454.9010791366904,2025,1,1
68,68406,1877.234448425069,2025,1,1
68,68547,2137.1289550940523,2025,1,1
68,68572,1559.4056599841615,2025,1,1
68,68615,1675.0299401197608,2025,1,1
68,68655,1688.4885799404174,2025,1,1
68,68689,1813.560013437635,2025,1,1
68,68745,1597.863285363285,2025,1,1
68,68755,1753.7462866071153,2025,1,1
68,68770,1590.218333044533,2025,1,1
68,68861,1788.3676057114506,2025,1,1
70,70235,1464.9330067713588,2025,1,1
70,70508,1351.5051273569304,2025,1,1
70,70823,2006.3972337410796,2025,1,1
70,70742,1477.0900692840646,2025,1,1
70,70708,1453.1885073580934,2025,1,1
70,70713,1854.7410113495248,2025,1,1
70,70717,1514.320916074794,2025,1,1
70,70001,1961.2715043221767,2025,1,1
73,73124,1608.657246325357,2025,1,1
73,73001,1980.397049307622,2025,1,1
76,76113,1864.2812364372865,2025,1,1
76,76111,1718.508739201561,2025,1,1
76,76364,2026.3005386241225,2025,1,1
76,76520,1882.7612706867037,2025,1,1
76,76834,2034.6570017859017,2025,1,1
76,76895,2101.0196112173785,2025,1,1
5,5002,1970.059632267683,2025,2,1
5,5038,1993.0895477609804,2025,2,1
5,5079,2052.979256562191,2025,2,1
5,5088,2183.3463986831666,2025,2,1
5,5086,2057.9423428327045,2025,2,1
5,5150,1762.960706030678,2025,2,1
5,5237,2121.3893102739253,2025,2,1
5,5148,1852.0285104709235,2025,2,1
5,5697,1811.556506440192,2025,2,1
5,5264,1974.581995116084,2025,2,1
5,5266,1883.381521638403,2025,2,1
5,5310,1848.007227671657,2025,2,1
5,5318,1744.5142066617004,2025,2,1
5,5376,1951.8893212278429,2025,2,1
5,5400,2004.0555390848892,2025,2,1
5,5440,1992.4457984123685,2025,2,1
5,5001,2027.1658470886716,2025,2,1
5,5615,1999.0829648894664,2025,2,1
5,5656,2117.7642287450494,2025,2,1
5,5658,2015.1596208993792,2025,2,1
5,5664,2139.333005900258,2025,2,1
5,5686,1996.8549098157987,2025,2,1
5,5756,2027.13063063063,2025,2,1
5,5887,2026.079566867974,2025,2,1
81,81001,1483.0290511727085,2025,2,1
81,81065,1503.4298290164213,2025,2,1
81,81300,1523.955962178253,2025,2,1
81,81736,1522.9469174006192,2025,2,1
81,81794,1515.7507612164793,2025,2,1
8,8141,1984.7453593526889,2025,2,1
8,8372,1995.1394916305017,2025,2,1
8,8436,1974.4065733414488,2025,2,1
8,8560,2002.18020451476,2025,2,1
8,8638,1970.815725444999,2025,2,1
13,13052,2129.8345613791184,2025,2,1
13,13140,2059.7848211689443,2025,2,1
13,13244,1975.1325190135967,2025,2,1
13,13248,1975.6046511627908,2025,2,1
13,13430,1479.8980458793549,2025,2,1
13,13433,2038.4775392786016,2025,2,1
13,13442,1988.5765222161276,2025,2,1
13,13647,2021.9094401410664,2025,2,1
13,13657,2115.711474236642,2025,2,1
15,15087,1672.257544682098,2025,2,1
15,15176,1764.0024989587669,2025,2,1
15,15238,1687.9439395096615,2025,2,1
15,15272,1846.9714340307632,2025,2,1
15,15469,1747.8413617358171,2025,2,1
15,15516,1812.9131827485248,2025,2,1
15,15600,1698.4522815804123,2025,2,1
15,15632,1767.9178143378242,2025,2,1
15,15676,1847.746722419593,2025,2,1
15,15759,1786.9497727816313,2025,2,1
15,15763,1833.490497955256,2025,2,1
15,15806,1754.0734908136485,2025,2,1
15,15814,1840.8695897932816,2025,2,1
15,15001,1665.8539870689651,2025,2,1
15,15861,1669.4028826355527,2025,2,1
17,17001,2220.695331155272,2025,2,1
17,17653,1769.7170200100734,2025,2,1
17,17873,1993.4772522692213,2025,2,1
18,18247,1751.7970401691334,2025,2,1
18,18256,1742.814343798722,2025,2,1
18,18001,1777.5869950288552,2025,2,1
18,18410,1716.270201561649,2025,2,1
18,18592,1708.446976042888,2025,2,1
85,85010,1256.7139282735616,2025,2,1
85,85162,1845.5223612309464,2025,2,1
85,85410,1672.99870694722,2025,2,1
85,85440,1578.8318747539588,2025,2,1
85,85001,1698.837553993393,2025,2,1
19,19532,1929.426686960934,2025,2,1
19,19001,2010.5575148683645,2025,2,1
19,19743,1824.10527781646,2025,2,1
19,19807,1939.9805346483256,2025,2,1
20,20011,1808.6279559822055,2025,2,1
20,20013,2026.8988063559643,2025,2,1
20,20060,2048.480383127648,2025,2,1
20,20175,1913.1729980869088,2025,2,1
20,20178,2056.11724571326,2025,2,1
20,20238,2188.020760901957,2025,2,1
20,20383,1748.503052503052,2025,2,1
20,20621,1911.5454271053425,2025,2,1
20,20710,1691.2433998411288,2025,2,1
20,20750,1795.4225352112678,2025,2,1
20,20770,1628.2013947428925,2025,2,1
20,20001,2317.511935591317,2025,2,1
23,23068,1623.1920199501246,2025,2,1
23,23079,1759.4498273749862,2025,2,1
23,23162,2178.311408238085,2025,2,1
23,23182,1755.597303569455,2025,2,1
23,23189,1824.6204483607617,2025,2,1
23,23417,1836.565840806607,2025,2,1
23,23466,1766.4800962494116,2025,2,1
23,23001,2007.3423376523208,2025,2,1
23,23555,2115.13425603984,2025,2,1
23,23570,1706.6101718276211,2025,2,1
23,23660,1971.5047084752557,2025,2,1
23,23686,1795.8538761327889,2025,2,1
25,25126,1966.129512971618,2025,2,1
25,25200,1921.0698075244748,2025,2,1
25,25214,2059.194237503549,2025,2,1
25,25260,2024.338764398252,2025,2,1
25,25269,1976.800265782552,2025,2,1
25,25286,2082.0501132903773,2025,2,1
25,25288,1904.0584597773388,2025,2,1
25,25295,1976.2680170169533,2025,2,1
25,25317,1953.838464763845,2025,2,1
25,25322,1948.5889861353285,2025,2,1
25,25377,1940.6185316072256,2025,2,1
25,25407,2029.8129201822856,2025,2,1
25,25430,1954.8586725122784,2025,2,1
25,25473,2098.5766120289154,2025,2,1
25,25486,1947.6403941254136,2025,2,1
25,25736,2096.938883220154,2025,2,1
25,25740,1902.5104284393292,2025,2,1
25,25745,1717.5056164320758,2025,2,1
25,25758,2094.355423966518,2025,2,1
25,25769,2063.7708483665706,2025,2,1
25,25779,1698.9991307587231,2025,2,1
25,25785,2070.34961295889,2025,2,1
25,25799,1922.5796514750057,2025,2,1
25,25817,2073.7549241205656,2025,2,1
25,25843,2016.7549839651708,2025,2,1
25,25873,1701.455034541786,2025,2,1
25,25899,2147.2327339066983,2025,2,1
41,41016,1953.467592485616,2025,2,1
41,41396,1911.5776508789609,2025,2,1
41,41001,1920.7275443138817,2025,2,1
41,41524,1832.128472390556,2025,2,1
41,41551,2182.1266872518745,2025,2,1
44,44650,1917.665615141956,2025,2,1
47,47058,1950.2439888554263,2025,2,1
47,47170,1892.1362790475737,2025,2,1
47,47258,1971.6038639411104,2025,2,1
47,47460,2034.3465461764915,2025,2,1
47,47545,1479.2589302709218,2025,2,1
47,47551,1985.2112676056336,2025,2,1
47,47555,1478.2494633913664,2025,2,1
47,47660,1899.5674904942969,2025,2,1
50,50006,1704.0764179814005,2025,2,1
50,50150,1589.7638939338904,2025,2,1
50,50226,1780.5047238062814,2025,2,1
50,50313,1779.6452194828628,2025,2,1
50,50318,1696.9091208972454,2025,2,1
50,50606,1849.015158988524,2025,2,1
50,50689,1607.669565217391,2025,2,1
50,50001,1961.428647724845,2025,2,1
52,52110,1984.033563223886,2025,2,1
52,52224,1709.463207547169,2025,2,1
52,52227,1839.5321582774152,2025,2,1
52,52317,1830.063408506311,2025,2,1
52,52352,1404.451510333863,2025,2,1
52,52356,1794.4497245070336,2025,2,1
52,52001,1696.6133528399994,2025,2,1
52,52560,1627.1683343795,2025,2,1
52,52573,1627.2583158686657,2025,2,1
52,52585,1868.3076683904944,2025,2,1
52,52720,1676.0386407234855,2025,2,1
52,52788,1704.3912698531503,2025,2,1
52,52838,1734.4839210558573,2025,2,1
54,54172,2240.748150112078,2025,2,1
54,54174,1672.7127447063529,2025,2,1
54,54385,1579.248484848485,2025,2,1
54,54001,2064.5969291854103,2025,2,1
54,54820,1836.6453150603309,2025,2,1
86,86219,1604.6190405465625,2025,2,1
86,86755,1716.5121402231691,2025,2,1
86,86760,1591.472656660019,2025,2,1
86,86749,1606.388334253791,2025,2,1
63,63190,2183.287691192358,2025,2,1
63,63272,1937.8352664840631,2025,2,1
63,63594,1826.988885447441,2025,2,1
63,63690,2095.014287184277,2025,2,1
66,66170,1966.1054562670136,2025,2,1
66,66001,2085.991444825639,2025,2,1
66,66682,2120.915806922861,2025,2,1
68,68081,1687.758084283964,2025,2,1
68,68167,1816.9653790493155,2025,2,1
68,68190,1617.8059863676772,2025,2,1
68,68235,1647.607081029765,2025,2,1
68,68298,1442.414496391591,2025,2,1
68,68406,1819.905190803508,2025,2,1
68,68547,2136.0894063138053,2025,2,1
68,68572,1559.628193832599,2025,2,1
68,68615,1677.1850414915396,2025,2,1
68,68655,1689.2242622320482,2025,2,1
68,68689,1712.0722641303155,2025,2,1
68,68745,1613.6601500789889,2025,2,1
68,68755,1751.7702058232935,2025,2,1
68,68770,1589.902119569045,2025,2,1
68,68861,1785.6790799561888,2025,2,1
70,70235,1492.1937116010115,2025,2,1
70,70508,1381.8763326226012,2025,2,1
70,70823,2020.9994036552423,2025,2,1
70,70742,1485.852090032154,2025,2,1
70,70708,1460.0465928945837,2025,2,1
70,70713,1851.5112317147684,2025,2,1
70,70717,1512.9487179487176,2025,2,1
70,70001,1973.4774141452524,2025,2,1
73,73124,1614.3871591243324,2025,2,1
73,73001,1948.9443118304607,2025,2,1
76,76113,1863.5641809863776,2025,2,1
76,76111,1712.6553430901258,2025,2,1
76,76364,2024.1792494838687,2025,2,1
76,76520,1890.1473654451,2025,2,1
76,76834,2033.6787157022195,2025,2,1
76,76895,2094.277316247524,2025,2,1
5,5002,1983.8853881278535,2025,3,1
5,5038,2058.641695929249,2025,3,1
5,5079,2072.071321546299,2025,3,1
5,5088,2154.904654815449,2025,3,1
5,5086,2113.273413578292,2025,3,1
5,5150,1815.046521838109,2025,3,1
5,5237,2142.528048865296,2025,3,1
5,5148,1884.063717597316,2025,3,1
5,5697,1825.4534526512623,2025,3,1
5,5264,2008.626345164703,2025,3,1
5,5266,1910.04938082436,2025,3,1
5,5310,1866.2901945966364,2025,3,1
5,5318,1774.205043894653,2025,3,1
5,5376,1995.991306875471,2025,3,1
5,5400,2019.3695534296444,2025,3,1
5,5440,1990.034707465647,2025,3,1
5,5001,2060.2235901790136,2025,3,1
5,5615,2037.5541857997976,2025,3,1
5,5656,2044.0234967622573,2025,3,1
5,5658,2081.664157838813,2025,3,1
5,5664,2162.6897549963487,2025,3,1
5,5686,2058.092201474058,2025,3,1
5,5756,2065.75936245632,2025,3,1
5,5887,2065.194657375145,2025,3,1
81,81001,1502.6572640400627,2025,3,1
81,81065,1550.875280750429,2025,3,1
81,81300,1549.8153363187294,2025,3,1
81,81736,1570.9546799563932,2025,3,1
81,81794,1517.3937655672123,2025,3,1
8,8141,2047.5699558173785,2025,3,1
8,8372,2066.306465899026,2025,3,1
8,8436,2080.723729993041,2025,3,1
8,8560,2091.773098607755,2025,3,1
8,8638,2099.132938301362,2025,3,1
13,13052,2212.3179423613265,2025,3,1
13,13140,2123.027989821883,2025,3,1
13,13244,2085.77036310108,2025,3,1
13,13248,2087.936962750716,2025,3,1
13,13430,1482.6164583671482,2025,3,1
13,13433,2154.138415743344,2025,3,1
13,13442,2093.30383480826,2025,3,1
13,13647,2099.115253969508,2025,3,1
13,13657,2216.974233983286,2025,3,1
15,15087,1688.822826411712,2025,3,1
15,15176,1762.6337590610972,2025,3,1
15,15238,1748.096776459021,2025,3,1
15,15272,1849.106118546845,2025,3,1
15,15469,1754.2779291553138,2025,3,1
15,15516,1835.365145779372,2025,3,1
15,15600,1698.0288123682355,2025,3,1
15,15632,1776.6116165150456,2025,3,1
15,15676,1847.313041851182,2025,3,1
15,15759,1808.4739803094235,2025,3,1
15,15763,1841.0555419295856,2025,3,1
15,15806,1755.9039665970763,2025,3,1
15,15814,1852.4194050770907,2025,3,1
15,15001,1665.156209656597,2025,3,1
15,15861,1669.9083861874562,2025,3,1
17,17001,2231.894233962102,2025,3,1
17,17653,1821.0806342701464,2025,3,1
17,17873,1965.7291819977972,2025,3,1
18,18247,1753.8155342251782,2025,3,1
18,18256,1725.48363422868,2025,3,1
18,18001,1758.6713842946874,2025,3,1
18,18410,1717.7074298930324,2025,3,1
18,18592,1720.0549699477483,2025,3,1
85,85010,1259.926406167864,2025,3,1
85,85162,1848.02240472836,2025,3,1
85,85410,1679.9853874606151,2025,3,1
85,85440,1585.007518118666,2025,3,1
85,85001,1712.15094809344,2025,3,1
19,19532,1930.8949220713928,2025,3,1
19,19001,2006.7526604740715,2025,3,1
19,19743,1817.4633328677187,2025,3,1
19,19807,1932.1400676907049,2025,3,1
20,20011,1845.5737704918035,2025,3,1
20,20013,2034.2738598017788,2025,3,1
20,20060,2111.9028084569263,2025,3,1
20,20175,1859.9362864077664,2025,3,1
20,20178,2062.1170380895765,2025,3,1
20,20238,2184.0825575698186,2025,3,1
20,20383,1733.4859846006743,2025,3,1
20,20621,1996.301827750516,2025,3,1
20,20710,1716.862831371686,2025,3,1
20,20750,1907.8400420941855,2025,3,1
20,20770,1640.503759398496,2025,3,1
20,20001,2331.707533865061,2025,3,1
23,23068,1677.4613899613898,2025,3,1
23,23079,1757.875544053641,2025,3,1
23,23162,2214.567939471705,2025,3,1
23,23182,1788.5094729782595,2025,3,1
23,23189,1868.6385489510487,2025,3,1
23,23417,1865.6312113123968,2025,3,1
23,23466,1769.410706252812,2025,3,1
23,23001,2031.9769443477944,2025,3,1
23,23555,2156.1956738990425,2025,3,1
23,23570,1794.8004947300496,2025,3,1
23,23660,1840.320697089472,2025,3,1
23,23686,1820.893126428953,2025,3,1
25,25126,2048.0213914307847,2025,3,1
25,25200,2002.1652773052065,2025,3,1
25,25214,2083.495656751777,2025,3,1
25,25260,2150.1853955306897,2025,3,1
25,25269,2024.026371732799,2025,3,1
25,25286,2123.334881299884,2025,3,1
25,25288,1929.8471546121052,2025,3,1
25,25295,2010.188076118384,2025,3,1
25,25317,1971.652890798384,2025,3,1
25,25322,1988.0059334917564,2025,3,1
25,25377,1924.308864838286,2025,3,1
25,25407,2040.3298359191876,2025,3,1
25,25430,1928.7615132595652,2025,3,1
25,25473,2101.504934793394,2025,3,1
25,25486,1989.747760384212,2025,3,1
25,25736,2140.766188655653,2025,3,1
25,25740,1977.3883817050464,2025,3,1
25,25745,1727.641727150245,2025,3,1
25,25758,2112.91322039174,2025,3,1
25,25769,2164.3638288003367,2025,3,1
25,25779,1691.221149317004,2025,3,1
25,25785,2121.943837350904,2025,3,1
25,25799,1991.3927757891315,2025,3,1
25,25817,2104.5054927982505,2025,3,1
25,25843,2033.05905614992,2025,3,1
25,25873,1726.458906202261,2025,3,1
25,25899,2187.149683065735,2025,3,1
41,41016,1955.5577186609544,2025,3,1
41,41396,1870.075949367088,2025,3,1
41,41001,1911.787308805292,2025,3,1
41,41524,1796.3722434266326,2025,3,1
41,41551,2154.773446580242,2025,3,1
44,44650,2029.361432419585,2025,3,1
47,47058,1953.1545398009955,2025,3,1
47,47170,1892.182978723404,2025,3,1
47,47258,2094.529077499698,2025,3,1
47,47460,2031.2830056996625,2025,3,1
47,47545,1485.4736842105256,2025,3,1
47,47551,2093.317881835323,2025,3,1
47,47555,1478.0009025270754,2025,3,1
47,47660,1893.9693578181032,2025,3,1
50,50006,1719.2794790078976,2025,3,1
50,50150,1596.4114933773433,2025,3,1
50,50226,1778.4949227987204,2025,3,1
50,50313,1804.7110017973696,2025,3,1
50,50318,1699.3461513562506,2025,3,1
50,50606,1873.7840927649845,2025,3,1
50,50689,1673.669608027202,2025,3,1
50,50001,1937.40382098927,2025,3,1
52,52110,2002.2810420956168,2025,3,1
52,52224,1722.8325192560592,2025,3,1
52,52227,1866.666851267284,2025,3,1
52,52317,1829.2516028146988,2025,3,1
52,52352,1414.2939614363236,2025,3,1
52,52356,1817.2986184051065,2025,3,1
52,52001,1688.9205796405265,2025,3,1
52,52560,1667.2413163373392,2025,3,1
52,52573,1629.5687711386695,2025,3,1
52,52585,1868.308134847693,2025,3,1
52,52720,1676.7874739954011,2025,3,1
52,52788,1703.2899389495867,2025,3,1
52,52838,1759.3474955992965,2025,3,1
54,54172,2238.5605362808315,2025,3,1
54,54174,1672.9110512129382,2025,3,1
54,54385,1588.1671989051097,2025,3,1
54,54001,2084.8945042633973,2025,3,1
54,54820,1837.1055171901685,2025,3,1
86,86219,1588.1928672273032,2025,3,1
86,86755,1701.7640555906507,2025,3,1
86,86760,1591.1831211298957,2025,3,1
86,86749,1610.221990431056,2025,3,1
63,63190,2181.729709929574,2025,3,1
63,63272,1939.363254566244,2025,3,1
63,63594,1885.8102381706983,2025,3,1
63,63690,2110.171273171273,2025,3,1
66,66170,1994.28325273748,2025,3,1
66,66001,2096.1828730968896,2025,3,1
66,66682,2136.135835321466,2025,3,1
68,68081,1686.5058670143414,2025,3,1
68,68167,1813.7630381378117,2025,3,1
68,68190,1614.1527288732395,2025,3,1
68,68235,1651.9708296304043,2025,3,1
68,68298,1437.6713433317211,2025,3,1
68,68406,1815.800789820096,2025,3,1
68,68547,2136.5458865458872,2025,3,1
68,68572,1560.7557281553393,2025,3,1
68,68615,1710.55842067321,2025,3,1
68,68655,1701.8373654888194,2025,3,1
68,68689,1715.3839833479406,2025,3,1
68,68745,1633.1001371742116,2025,3,1
68,68755,1749.856173339144,2025,3,1
68,68770,1598.2018529685868,2025,3,1
68,68861,1785.1903995709304,2025,3,1
70,70235,1496.9190600522195,2025,3,1
70,70508,1419.2968437874551,2025,3,1
70,70823,2035.6776350519096,2025,3,1
70,70742,1485.839810746874,2025,3,1
70,70708,1483.728448275862,2025,3,1
70,70713,1869.3407247160628,2025,3,1
70,70717,1530.448190789474,2025,3,1
70,70001,1975.009991507219,2025,3,1
73,73124,1613.9210878288015,2025,3,1
73,73001,1967.0721838950465,2025,3,1
76,76113,1862.918382340379,2025,3,1
76,76111,1712.5688682376372,2025,3,1
76,76364,2013.3263582112693,2025,3,1
76,76520,1888.995908234104,2025,3,1
76,76834,1935.997487437186,2025,3,1
76,76895,2048.6925329610926,2025,3,1
5,5002,2031.558471283993,2025,4,1
5,5038,2103.622927421399,2025,4,1
5,5079,2095.5334891587027,2025,4,1
5,5088,2162.884890210453,2025,4,1
5,5086,2146.068067620074,2025,4,1
5,5150,1878.009002770083,2025,4,1
5,5237,2168.4390076624727,2025,4,1
5,5148,1885.1538132507137,2025,4,1
5,5697,1849.0747782002536,2025,4,1
5,5264,2038.607275774344,2025,4,1
5,5266,1963.9966018994517,2025,4,1
5,5310,1909.1761970112836,2025,4,1
5,5318,1827.2125989523188,2025,4,1
5,5376,2040.491599028539,2025,4,1
5,5400,2062.970022344525,2025,4,1
5,5440,1989.1118466075227,2025,4,1
5,5001,2062.64703805691,2025,4,1
5,5615,2100.87357996159,2025,4,1
5,5656,2044.1161444141687,2025,4,1
5,5658,2114.6304697790138,2025,4,1
5,5664,2180.917947125381,2025,4,1
5,5686,2108.2802261919387,2025,4,1
5,5756,2112.62312570327,2025,4,1
5,5887,2124.6444940364568,2025,4,1
81,81001,1547.139676286717,2025,4,1
81,81065,1594.690502494058,2025,4,1
81,81300,1611.6433392218148,2025,4,1
81,81736,1604.489491844416,2025,4,1
81,81794,1536.164995241929,2025,4,1
8,8141,1968.4210526315785,2025,4,1
8,8372,2107.002728335715,2025,4,1
8,8436,1990.8299866131188,2025,4,1
8,8560,2103.838274932615,2025,4,1
8,8638,1986.1985630306983,2025,4,1
13,13052,2012.4810892586995,2025,4,1
13,13140,1967.0368205727648,2025,4,1
13,13244,1928.811475409836,2025,4,1
13,13248,1957.1938040345813,2025,4,1
13,13430,1497.037242143154,2025,4,1
13,13433,1953.3317027149797,2025,4,1
13,13442,1900.7790902236736,2025,4,1
13,13647,1911.1310247711704,2025,4,1
13,13657,2027.852305287836,2025,4,1
15,15087,1709.9482517482516,2025,4,1
15,15176,1806.768292682927,2025,4,1
15,15238,1765.2918287937748,2025,4,1
15,15272,1866.5880132137804,2025,4,1
15,15469,1751.782566111655,2025,4,1
15,15516,1857.0094561147423,2025,4,1
15,15600,1767.7825103154532,2025,4,1
