Mes_y_año,Código_departamento,Código_municipio,Precio_promedio_por_litro
2024-03-01,13,13442,2291.3304077919297
2024-03-01,13,13647,2276.102703021024
2024-03-01,13,13657,2355.2140780106283
2024-03-01,15,15001,1858.0568091319346
2024-03-01,15,15087,1956.5736080005322
2024-03-01,15,15176,1970.717743281589
2024-03-01,15,15238,1963.205884606544
2024-03-01,15,15272,2065.462906993841
2024-03-01,15,15469,1721.1518367626418
2024-03-01,15,15516,2058.427159693815
2024-03-01,15,15600,1812.2031662269128
2024-03-01,15,15632,1938.1374830327707
2024-03-01,15,15676,1972.9334943760848
2024-03-01,15,15759,2035.9381931095663
2024-03-01,15,15763,2142.3112387375513
2024-03-01,15,15806,1955.6232618583497
2024-03-01,15,15814,2001.758337361044
2024-03-01,15,15861,1850.0206355757323
2024-03-01,17,17001,2109.092528239755
2024-03-01,17,17653,1808.8752839295855
2024-03-01,17,17873,2084.482833569523
2024-03-01,18,18001,1728.4596768279268
2024-03-01,18,18247,1806.1947661947665
2024-03-01,18,18256,1763.4911479423672
2024-03-01,18,18410,1778.6652253983505
2024-03-01,18,18592,1695.8276192201208
2024-03-01,19,19001,2061.1826615109394
2024-03-01,19,19532,1886.756019990913
2024-03-01,19,19743,1877.4908746789242
2024-03-01,19,19807,1958.6636771300448
2024-03-01,20,20001,2514.918122270741
2024-03-01,20,20011,1875.0099760574622
2024-03-01,20,20013,1998.9314500750086
2024-03-01,20,20060,1956.6612010657925
2024-03-01,20,20175,1963.3260313983205
2024-03-01,20,20178,1967.6137549572113
2024-03-01,20,20238,1996.4376094997094
2024-03-01,20,20383,1847.1414242728183
2024-03-01,20,20621,2339.6233756127926
2024-03-01,20,20710,1767.1546792948238
2024-03-01,20,20750,2068.489759171731
2024-03-01,20,20770,1900.5170291341813
2024-03-01,23,23001,2225.6398654661175
2024-03-01,23,23068,1896.109235060931
2024-03-01,23,23079,1768.679448127576
2024-03-01,23,23162,2304.7666574889868
2024-03-01,23,23182,2009.8765432098767
2024-03-01,23,23189,1930.473406694177
2024-03-01,23,23417,1963.0789473684213
2024-03-01,23,23466,1831.9821949105806
2024-03-01,23,23555,2210.8266240429402
2024-03-01,23,23570,1836.5081255849573
2024-03-01,23,23660,2031.057633973711
2024-03-01,23,23686,2013.0796150481185
2024-03-01,25,25126,2258.142588582637
2024-03-01,25,25200,2022.5831399845317
2024-03-01,25,25214,2228.660352496052
2024-03-01,25,25260,2174.2923937425353
2024-03-01,25,25269,2194.3612425290567
2024-03-01,25,25286,2011.320767439182
2024-03-01,25,25288,2003.6092117146175
2024-03-01,25,25295,1987.1239928237696
2024-03-01,25,25317,2004.134292009741
2024-03-01,25,25322,2059.1493879262894
2024-03-01,25,25377,2090.7540173053153
2024-03-01,25,25407,2010.9900740242265
2024-03-01,25,25430,2054.0742146877737
2024-03-01,25,25473,2258.811511105581
2024-03-01,25,25486,2112.818657464099
2024-03-01,25,25736,2150.989737909125
2024-03-01,25,25740,2000.1039937506098
2024-03-01,25,25745,1966.5095082944702
2024-03-01,25,25758,2155.540347569889
2024-03-01,25,25769,2232.4333834490258
2024-03-01,25,25779,1906.0322797579022
2024-03-01,25,25785,2199.0305398798923
2024-03-01,25,25799,2041.2713220303992
2024-03-01,25,25817,2240.332010146029
2024-03-01,25,25843,2240.8546279421457
2024-03-01,25,25873,2005.0752658472586
2024-03-01,25,25899,2194.3615938172475
2024-03-01,41,41001,1884.0003671820816
2024-03-01,41,41016,2010.3815113719734
2024-03-01,41,41396,1671.380681818182
2024-03-01,41,41524,1838.0524996867557
2024-03-01,41,41551,1941.6006588184478
2024-03-01,44,44650,2241.242937853107
2024-03-01,47,47058,1889.5979667282807
2024-03-01,47,47170,1939.5542216099188
2024-03-01,47,47258,2428.7975530491294
2024-03-01,47,47460,1938.0568818766867
2024-03-01,47,47545,1991.8887505188875
2024-03-01,47,47551,2316.245093763628
2024-03-01,47,47555,1899.4704426408798
2024-03-01,47,47660,1952.6887922619578
2024-03-01,50,50001,1998.950959488273
2024-03-01,50,50006,1904.9586352191566
2024-03-01,50,50150,1742.6993441491195
2024-03-01,50,50226,1911.3438607798905
2024-03-01,50,50313,1841.2451361867702
2024-03-01,50,50318,1782.1503131524005
2024-03-01,50,50606,1846.9342604298356
2024-03-01,50,50689,1791.045777956773
2024-03-01,52,52001,1725.4725404152662
2024-03-01,52,52110,1916.8372565192562
2024-03-01,52,52224,1545.9469265056493
2024-03-01,52,52227,1790.1692272979017
2024-03-01,52,52317,1635.1050584265452
2024-03-01,52,52352,1328.8279111224294
2024-03-01,52,52356,1711.9274153660147
2024-03-01,52,52560,1532.7930484128387
2024-03-01,52,52573,1576.9101549799498
2024-03-01,52,52585,1858.2295515480953
2024-03-01,52,52720,1461.8922409816403
2024-03-01,52,52788,1535.3659184279177
2024-03-01,52,52838,1513.802575790752
2024-03-01,54,54001,2065.15538290788
2024-03-01,54,54172,2201.4042581816952
2024-03-01,54,54174,1684.4209482901038
2024-03-01,54,54385,1707.2622855481247
2024-03-01,54,54820,1799.9999999999995
2024-03-01,63,63190,2289.0737719788945
2024-03-01,63,63272,1933.0042211469163
2024-03-01,63,63594,1918.9249861621292
2024-03-01,63,63690,2089.015522909818
2024-03-01,66,66001,2346.3793893567054
2024-03-01,66,66170,2126.0618586088945
2024-03-01,66,66682,2183.3645929842805
2024-03-01,68,68081,1845.2212250039368
2024-03-01,68,68167,1969.442907212692
2024-03-01,68,68190,1703.2474126147235
2024-03-01,68,68235,1776.2259382729328
2024-03-01,68,68298,1479.2219783546502
2024-03-01,68,68406,1988.1938351757617
2024-03-01,68,68547,2026.3848068954976
2024-03-01,68,68572,1679.618564449455
2024-03-01,68,68615,1855.3760099440651
2024-03-01,68,68655,1834.9990116623846
2024-03-01,68,68689,1786.19822031298
2024-03-01,68,68745,1791.666666666667
2024-03-01,68,68755,2082.6889404529734
2024-03-01,68,68770,1772.4384938105347
2024-03-01,68,68861,1904.8468809073722
2024-03-01,70,70001,2134.139054449944
2024-03-01,70,70235,2019.7060347670422
2024-03-01,70,70508,2000.0000000000011
2024-03-01,70,70708,2024.7844186738032
2024-03-01,70,70713,2176.836837429671
2024-03-01,70,70717,2000.0000000000002
2024-03-01,70,70742,2075.739999079317
2024-03-01,70,70823,2225.8221260854575
2024-03-01,73,73001,2187.3148940260494
2024-03-01,73,73124,1706.1185821895654
2024-03-01,76,76111,2008.3475840127257
2024-03-01,76,76113,2105.4295170282517
2024-03-01,76,76364,2307.3385048397063
2024-03-01,76,76520,2189.976702180571
2024-03-01,76,76834,1878.9205602899408
2024-03-01,76,76895,2404.448652109934
2024-03-01,81,81001,1355.0539313778124
2024-03-01,81,81065,1392.328249550753
2024-03-01,81,81300,1406.3718683972231
2024-03-01,81,81736,1432.9184514669037
2024-03-01,81,81794,1400.9888589801108
2024-03-01,85,85001,1610.2816839707366
2024-03-01,85,85010,1195.5264869552645
2024-03-01,85,85162,1789.8723805740397
2024-03-01,85,85410,1793.391121114889
2024-03-01,85,85440,1525.936545057686
2024-03-01,86,86219,1297.937375425963
2024-03-01,86,86749,1183.0798223179434
2024-03-01,86,86755,1495.4835529729169
2024-03-01,86,86760,1354.2115229512224
